hip,hd,bayer,flam,con,mag,dist
88,224834,Tau,,Phe,5.71,181.8182
122,224889,The,,Oct,4.78,66.5779
145,224926,,29,Psc,5.13,139.2758
154,224935,,30,Psc,4.37,132.4503
171,224930,,85,Peg,5.8,12.1699
183,224990,Zet,,Scl,5.04,154.0832
186,224995,,31,Psc,6.33,122.8501
194,225003,,32,Psc,5.7,36.9004
301,225132,,2,Cet,4.55,83.4725
330,225180,,9,Cas,5.9,100000.0
355,225212,,3,Cet,4.99,641.0256
443,28,,33,Psc,4.61,39.4945
476,87,,86,Peg,5.55,114.2857
531,144,,10,Cas,5.57,265.9574
677,358,Alp,21,And,2.07,29.7442
729,448,,87,Peg,5.57,87.4126
746,432,Bet,11,Cas,2.28,16.7842
761,493,Kap-1,,Scl,5.42,77.4593
765,496,Eps,,Phe,3.88,44.2087
813,560,,34,Psc,5.54,93.633
814,636,Gam-3,,Oct,5.29,78.064
841,571,,22,And,5.01,377.3585
910,693,,6,Cet,4.89,18.7477
930,720,Kap-2,,Scl,5.41,243.309
950,739,The,,Scl,5.24,21.2766
1067,886,Gam,88,Peg,2.83,120.048
1086,905,,23,And,5.71,34.904
1168,1013,Chi,89,Peg,4.79,112.8668
1170,1038,,7,Cet,4.44,137.1742
1196,1061,,35,Psc,6.02,77.7605
1319,1227,,36,Psc,6.12,125.0
1340,1243,,37,Psc,7.46,106.4963
1366,1280,The,24,And,4.61,94.697
1392,1317,,38,Psc,6.66,15.186
1427,1352,,39,Psc,7.21,44.8229
1473,1404,Sig,25,And,4.51,41.3223
1501,1438,,26,And,6.1,202.8398
1562,1522,Iot,8,Cet,3.56,84.1751
1595,1563,,40,Psc,6.6,162.6016
1599,1581,Zet,,Tuc,4.23,8.5866
1645,1635,,41,Psc,5.38,125.0
1647,1685,Pi,,Tuc,5.5,97.561
1686,1671,Rho,27,And,5.16,48.5437
1708,1737,Iot,,Scl,5.18,101.3171
1772,1796,,42,Psc,6.25,153.8462
1803,1835,,9,Cet,6.39,20.8638
1948,2035,,43,Psc,6.48,180.5054
1960,2011,,12,Cas,5.38,215.0538
2006,2114,,44,Psc,5.77,144.0922
2021,2151,Bet,,Hyi,2.82,7.4588
2025,2140,,45,Psc,6.77,224.7191
2072,2262,Kap,,Phe,3.93,23.8095
2081,2261,Alp,,Phe,2.4,25.974
2100,2273,,10,Cet,6.16,138.3126
2210,2429,Eta,,Scl,4.86,138.5042
2213,2410,,46,Psc,6.4,172.117
2219,2411,,47,Psc,5.01,162.0746
2224,2436,,48,Psc,6.05,233.6449
2343,2629,,11,Cet,7.46,79.3021
2353,2637,,12,Cet,5.72,173.913
2355,2628,,28,And,5.2,62.7746
2415,2714,,49,Psc,6.83,105.8201
2472,2834,Lam-1,,Phe,4.76,52.9661
2474,2729,,13,Cas,6.18,233.1002
2484,2884,Bet-1,,Tuc,4.36,41.4079
2487,2885,Bet-2,,Tuc,4.53,51.6529
2505,2772,Lam,14,Cas,4.74,115.7407
2548,2913,,51,Psc,5.69,80.9717
2568,2910,,52,Psc,5.38,80.0
2578,3003,Bet-3,,Tuc,5.07,45.5581
2599,2905,Kap,15,Cas,4.17,100000.0
2629,3112,The,,Tuc,6.11,130.039
2707,3038,,16,Cas,6.47,189.7533
2762,3196,,13,Cet,5.2,21.254
2787,3229,,14,Cet,5.94,54.4959
2802,3302,Lam-2,,Phe,5.51,34.8189
2903,3379,,53,Psc,5.89,318.4713
2912,3369,Pi,29,And,4.34,183.4862
2920,3360,Zet,17,Cas,3.69,181.8182
2994,3512,,15,Cet,6.64,243.9024
3031,3546,Eps,30,And,4.34,50.226
3092,3627,Del,31,And,3.27,32.352
3093,3651,,54,Psc,5.88,11.0595
3138,3690,,55,Psc,5.36,127.0648
3179,3712,Alp,18,Cas,2.24,69.979
3231,3817,,32,And,5.3,108.8139
3245,3919,Mu,,Phe,4.59,75.358
3277,3980,Xi,,Phe,5.72,67.0241
3300,3901,Xi,19,Cas,4.8,438.5965
3330,4089,Rho,,Tuc,5.38,41.0341
3356,4065,Lam-1,,Scl,6.05,145.1379
3405,4150,Eta,,Phe,4.36,75.5287
3414,4058,Pi,20,Cas,4.95,53.6769
3419,4128,Bet,16,Cet,2.04,29.5334
3455,4188,Phi-1,17,Cet,4.77,71.6332
3456,4211,Lam-2,,Scl,5.9,103.8422
3504,4180,Omi,22,Cas,4.48,215.5172
3559,4307,,18,Cet,6.15,30.9981
3572,4161,,21,Cas,5.64,93.0233
3632,4408,,57,Psc,5.36,238.0952
3675,4482,,58,Psc,5.51,86.8056
3685,4490,,59,Psc,6.11,100.6036
3693,4502,Zet,34,And,4.08,58.0046
3697,4526,,60,Psc,5.98,141.2429
3721,4382,,23,Cas,5.42,236.4066
3730,4568,,61,Psc,6.51,57.0451
3760,4627,,62,Psc,5.92,177.6199
3781,4815,Lam,,Hyi,5.09,64.9351
3786,4656,Del,63,Psc,4.44,95.4198
3801,4636,Nu,25,Cas,4.9,126.2626
3810,4676,,64,Psc,5.07,23.4522
3821,4614,Eta,24,Cas,3.46,5.9531
3881,4727,Nu,35,And,4.53,189.3939
3885,4757,,65,Psc,5.55,88.574
3909,4813,Phi-2,19,Cet,5.17,15.753
3949,4919,Rho,,Phe,5.24,74.239
4084,5190,Lam-1,,Tuc,6.67,63.2911
4147,5112,,20,Cet,4.78,179.8561
4257,5268,,21,Cet,6.15,131.406
4267,5267,,66,Psc,5.8,108.1081
4288,5286,,36,And,5.46,37.9795
4292,5234,Ups-1,26,Cas,4.83,100.7049
4293,5457,Lam-2,,Tuc,5.45,68.0272
4366,5382,,67,Psc,6.08,77.7605
4371,5437,Phi-3,22,Cet,5.35,168.9189
4422,5395,Ups-2,28,Cas,4.62,61.2745
4427,5394,Gam,27,Cas,2.15,168.3502
4436,5448,Mu,37,And,3.86,39.7772
4463,5516,Eta,38,And,4.4,70.4225
4510,5575,,68,Psc,5.44,198.8072
4577,5737,Alp,,Scl,4.3,238.0952
4587,5722,Phi-4,23,Cet,5.62,98.0392
4770,6055,Xi,,Scl,5.59,157.4803
4829,6192,Ome,,Phe,6.12,120.6273
4832,6077,,70,Psc,7.55,194.1748
4852,6178,Sig,,Scl,5.5,71.2251
4889,6118,Sig,69,Psc,5.5,132.9787
4903,6116,,39,And,5.95,107.2961
4906,6186,Eps,71,Psc,4.27,55.7414
4914,6203,,25,Cet,5.4,102.2495
4979,6288,,26,Cet,6.06,60.1323
5074,6386,,73,Psc,6.03,199.6008
5081,6397,,72,Psc,5.64,54.5852
5121,6482,,27,Cet,6.09,92.9368
5131,6456,Psi-1,74,Psc,5.33,84.317
5132,6457,Psi-1,74,Psc,5.55,85.9107
5141,6479,,77,Psc,6.35,40.6339
5144,6480,,77,Psc,7.26,42.9553
5165,6595,Bet,,Phe,3.32,100000.0
5164,6530,,28,Cet,5.58,180.8318
5175,6476,,76,Psc,6.28,172.7116
5204,6557,,75,Psc,6.14,133.3333
5268,6793,Iot,,Tuc,5.36,93.2836
5296,6706,,30,Cet,5.71,47.1476
5300,6767,Ups,,Phe,5.21,56.9476
5310,6695,Psi-2,79,Psc,5.56,47.3037
5315,6734,,29,Cet,6.44,48.4731
5317,6658,,41,And,5.04,58.9623
5319,6680,,78,Psc,6.23,41.3907
5336,6582,Mu,30,Cas,5.17,7.554
5346,6763,,80,Psc,5.51,35.2113
5348,6882,Zet,,Phe,3.94,91.5751
5364,6805,Eta,31,Cet,3.46,37.9939
5434,6811,Phi,42,And,4.26,219.7802
5447,6860,Bet,43,And,2.07,60.5327
5454,6903,Psi-3,81,Psc,5.57,115.4734
5485,6976,,32,Cet,6.4,118.624
5493,6920,,44,And,5.67,52.2739
5510,7014,,33,Cet,5.97,235.2941
5518,6829,,31,Cas,5.32,84.8896
5542,6961,The,33,Cas,4.34,40.95
5544,7034,,82,Psc,5.15,147.2754
5550,7019,,45,And,5.8,242.1308
5571,7087,Chi,84,Psc,4.66,117.6471
5586,7106,Tau,83,Psc,4.51,51.7598
5589,6972,,32,Cas,5.57,119.0476
5594,7147,,34,Cet,5.93,171.8213
5646,7218,,35,Cet,6.55,48.216
5666,7268,,36,Cet,6.59,121.2121
5737,7344,Zet,86,Psc,5.21,53.3049
5742,7318,Phi,85,Psc,4.67,136.7989
5743,7345,Zet,86,Psc,6.44,93.985
5778,7374,,87,Psc,5.97,139.47
5799,7439,,37,Cet,5.14,23.3863
5824,7446,,88,Psc,6.04,159.2357
5833,7476,,38,Cet,5.7,42.9185
5862,7570,Nu,,Phe,4.97,15.1149
5896,7788,Kap,,Tuc,4.25,20.9556
5951,7672,,39,Cet,5.42,80.5802
5985,7727,,40,Cet,6.52,29.8775
6048,7812,,41,Cet,6.8,84.6024
6061,7804,,89,Psc,5.13,75.3012
6193,7964,Ups,90,Psc,4.74,94.4287
6226,8036,,42,Cet,5.87,100.7049
6242,7927,Phi,34,Cas,4.95,100000.0
6312,8003,,35,Cas,6.33,78.125
6315,8126,,91,Psc,5.23,107.4114
6411,8207,Xi,46,And,4.87,65.7462
6429,8335,,43,Cet,6.5,137.3626
6514,8374,,47,And,5.6,63.857
6527,8442,,92,Psc,6.59,49.8008
6537,8512,The,45,Cet,3.6,34.8918
6539,8511,,44,Cet,6.21,67.5219
6670,8705,,46,Cet,4.9,88.1834
6686,8538,Del,37,Cas,2.66,30.4785
6692,8491,Psi,36,Cas,4.72,59.8086
6706,8723,Rho,93,Psc,5.35,25.2143
6732,8763,,94,Psc,5.5,85.5432
6748,8829,,47,Cet,5.51,37.4672
6813,8799,Ome,48,And,4.83,28.6205
6815,8875,,95,Psc,7.01,74.5156
6867,9053,Gam,,Phe,3.41,71.6332
6915,9024,,96,Psc,6.54,74.9064
6960,9132,,48,Cet,5.11,71.3776
6981,9100,,97,Psc,6.01,146.1988
6999,9057,,49,And,5.27,90.1713
7007,9138,Mu,98,Psc,4.84,93.1966
7078,9021,,38,Cas,5.82,28.9771
7083,9362,Del,,Phe,3.93,43.573
7097,9270,Eta,99,Psc,3.62,107.1811
7294,9408,Chi,39,Cas,4.68,63.8162
7345,9672,,49,Cet,5.62,59.3824
7364,9656,,100,Psc,7.28,231.4815
7436,9766,,101,Psc,6.23,476.1905
7450,9856,,50,Cet,5.41,167.5042
7463,9906,Tau,,Scl,5.69,69.3481
7513,9826,Ups,50,And,4.1,13.4916
7535,9919,Pi,102,Psc,5.54,35.0877
7588,10144,Alp,,Eri,0.45,42.7533
7607,9927,,51,And,3.59,54.3183
7650,9774,,40,Cas,5.28,140.4494
7709,10113,,103,Psc,6.74,177.6199
7710,10135,,104,Psc,6.74,132.8021
7719,10072,Chi,52,And,5.01,76.746
7740,10164,,105,Psc,5.98,120.1923
7818,10205,Tau,53,And,4.96,218.3406
7879,10859,Tau-1,,Hyi,6.33,120.7729
7884,10380,Nu,106,Psc,4.45,111.3586
7948,10407,,1,Tri,7.53,227.2727
7955,10537,Pi,,Scl,5.25,65.8762
7965,10221,,43,Cas,5.57,119.1895
7981,10476,,107,Psc,5.24,7.5324
8016,10250,,42,Cas,5.18,85.1064
8046,10425,,44,Cas,5.78,320.5128
8068,10516,Phi,,Per,4.01,220.2643
8102,10700,Tau,52,Cet,3.49,3.6502
8159,10697,,109,Psc,6.27,32.5733
8198,10761,Omi,110,Psc,4.26,85.6898
8209,10830,Eps,,Scl,5.29,28.1136
8366,11604,Tau-2,,Hyi,6.05,61.8429
8387,10982,,4,Ari,5.86,84.3882
8497,11171,Chi,53,Cet,4.66,23.1857
8544,11154,,1,Ari,5.83,179.5332
8645,11353,Zet,55,Cet,3.74,72.0461
8704,11241,,1,Per,5.53,396.8254
8714,11291,,2,Per,5.7,147.929
8751,11733,Eta-1,,Hyi,6.77,217.3913
8796,11443,Alp,2,Tri,3.42,19.4175
8814,11428,,55,And,5.42,193.4236
8832,11502,Gam-2,5,Ari,3.88,50.3018
8833,11559,Xi,111,Psc,4.61,54.9149
8837,11695,Psi,,Phe,4.39,104.8218
8882,11753,Phi,,Phe,5.12,94.0734
8886,11415,Eps,45,Cas,3.35,126.2626
8903,11636,Bet,6,Ari,2.64,17.9856
8928,11977,Eta-2,,Hyi,4.68,67.0691
8991,12363,Sig,,Hyi,6.15,40.6174
8993,11763,,7,Ari,5.76,170.9402
9007,11937,Chi,,Eri,3.69,17.8508
9009,11529,Ome,46,Cas,4.97,215.0538
9021,11749,,56,And,5.69,96.9932
9061,11930,,56,Cet,4.92,108.2251
9110,11909,Iot,8,Ari,5.09,159.4896
9153,11973,Lam,9,Ari,4.79,39.4945
9165,12020,,58,Cet,6.52,149.7006
9222,11949,,3,Per,5.7,75.0188
9236,12311,Alp,,Hyi,2.86,22.0119
9326,12255,,57,Cet,5.43,180.5054
9347,12274,Ups,59,Cet,3.99,89.7666
9353,12235,,112,Psc,5.89,33.5008
9440,12438,Pi,,For,5.34,90.2527
9459,12524,Chi,,Phe,5.15,115.0748
9480,12111,,48,Cas,4.49,35.2609
9487,12446,Alp,113,Psc,3.82,46.1681
9505,12303,,4,Per,4.99,223.2143
9564,12279,,52,Cas,6.0,83.8926
9570,12471,Eps,3,Tri,5.5,120.048
9573,12301,,53,Cas,5.59,537.6344
9589,12573,,60,Cet,5.42,86.1326
9598,12216,,50,Cas,3.95,48.1696
9621,12558,,10,Ari,5.64,48.7092
9631,12641,,61,Cet,5.96,110.9878
9640,12533,Gam-1,57,And,2.1,120.4819
9677,12767,Nu,,For,4.68,113.7656
9727,12230,,47,Cas,5.27,33.1565
9763,12339,,49,Cas,5.22,122.6994
9802,12441,,51,Cas,7.49,414.9378
9836,12869,Kap,12,Ari,5.03,55.6793
9859,12885,,11,Ari,6.01,268.8172
9884,12929,Alp,13,Ari,2.01,20.1776
9977,13041,,58,And,4.78,58.6854
10031,12800,,54,Cas,6.57,27.1518
10033,13228,,62,Cet,7.13,69.6864
10053,13174,,14,Ari,4.98,88.4956
10064,13161,Bet,4,Tri,3.0,38.8954
10155,13325,,15,Ari,5.68,171.2329
10176,13294,,59,And,6.09,139.6648
10180,13295,,59,And,6.82,100000.0
10203,13363,,16,Ari,6.01,235.2941
10212,13421,,64,Cet,5.64,40.7166
10220,13372,,5,Tri,6.24,108.2251
10227,13267,,5,Per,6.38,100000.0
10234,13468,,63,Cet,5.94,119.0476
10280,13480,,6,Tri,4.94,89.1266
10305,13612,,66,Cet,5.65,39.6983
10306,13555,Eta,17,Ari,5.23,28.8684
10320,13709,Mu,,For,5.27,98.2318
10324,13611,Xi-1,65,Cet,4.36,117.5088
10328,13596,,19,Ari,5.72,146.8429
10340,13520,,60,And,4.84,162.6016
10418,14141,Pi-1,,Hyi,5.57,238.0952
10438,13474,,55,Cas,6.05,218.8184
10513,14287,Pi-2,,Hyi,5.67,149.7006
10535,13872,,21,Ari,5.57,51.0725
10540,13871,,20,Ari,5.79,42.1053
10559,13869,,7,Tri,5.25,86.0585
10602,14228,Phi,,Eri,3.56,47.1254
10642,14129,,67,Cet,5.51,102.0408
10644,13974,Del,8,Tri,4.84,10.784
10670,14055,Gam,9,Tri,4.03,34.4353
10718,13982,,8,Per,5.75,125.9446
10729,13994,,7,Per,5.99,251.2563
10732,14191,The,22,Ari,5.58,137.1742
10793,14252,,10,Tri,5.29,115.4734
10810,14305,,23,Ari,6.82,32.0102
10819,14212,,62,And,5.31,75.358
10826,14386,Omi,68,Cet,6.47,91.659
10944,14392,,63,And,5.57,120.3369
11001,15008,Del,,Hyi,4.08,42.8266
11021,14652,,69,Cet,5.29,330.033
11046,14690,,70,Cet,5.42,80.1282
11060,14489,,9,Per,5.16,100000.0
11072,14802,Kap,,For,5.19,21.9635
11095,15248,Kap,,Hyi,5.99,97.2763
11220,14770,,64,And,5.19,122.399
11249,14951,Xi,24,Ari,5.48,267.3797
11258,15233,Lam,,Hor,5.36,49.3827
11261,15004,,71,Cet,6.34,273.9726
11279,14818,,10,Per,6.25,100000.0
11313,14872,,65,And,4.73,113.2503
11345,15130,Rho,72,Cet,4.88,139.8601
11407,15371,Kap,,Eri,4.24,155.7632
11432,15176,,11,Tri,5.55,85.2515
11465,15138,,66,And,6.16,56.5291
11477,15427,Phi,,For,5.13,46.5983
11484,15318,Xi-2,73,Cet,4.3,59.2066
11486,15257,,12,Tri,5.29,49.8256
11548,15335,,13,Tri,5.89,31.407
11569,15089,Iot,,Cas,4.46,40.7332
11678,15550,,26,Ari,6.14,66.0502
11698,15596,,27,Ari,6.21,88.4956
11757,16522,Mu,,Hyi,5.27,87.0322
11767,8890,Alp,1,UMi,1.97,132.626
11783,15798,Sig,76,Cet,4.74,26.6951
11784,15656,,14,Tri,5.15,132.8021
11791,15779,,75,Cet,5.36,81.4332
11843,15814,,29,Ari,6.0,29.9401
11867,15975,Lam-1,,For,5.91,111.8568
11918,16046,Ome,,For,4.96,148.368
12002,16074,,77,Cet,5.74,140.647
12048,16141,,79,Cet,6.83,38.956
12086,16058,,15,Tri,5.38,193.7984
12093,16161,Nu,78,Cet,4.87,104.2753
12107,16212,,80,Cet,5.53,142.6534
12122,16307,Iot-1,,For,5.74,178.5714
12153,16234,,31,Ari,5.64,34.7343
12184,16232,,30,Ari,7.1,40.783
12186,16417,Lam-2,,For,5.78,25.7798
12189,16246,,30,Ari,6.48,41.7537
12225,16555,Eta,,Hor,5.3,45.5581
12247,16400,,81,Cet,5.65,92.5069
12288,16538,Iot-2,,For,5.84,33.9443
12332,16432,Nu,32,Ari,5.45,103.3058
12387,16582,Del,82,Cet,4.08,199.2032
12390,16620,Eps,83,Cet,4.83,21.4823
12394,16978,Eps,,Hyi,4.12,46.5549
12484,16920,Zet,,Hor,5.21,49.0918
12486,16815,Iot,,Eri,4.11,46.1894
12489,16628,,33,Ari,5.3,70.9723
12530,16765,,84,Cet,5.72,22.5887
12623,16739,,12,Per,4.91,24.1896
12640,16811,Mu,34,Ari,5.74,116.8224
12653,17051,Iot,,Hor,5.4,17.1674
12692,16727,,11,Per,5.76,132.2751
12706,16970,Gam,86,Cet,3.47,24.4081
12719,16908,,35,Ari,4.65,105.1525
12768,16901,,14,Per,5.43,301.2048
12770,17081,Pi,89,Cet,4.24,120.4819
12777,16895,The,13,Per,4.1,11.1272
12784,17017,,36,Ari,6.4,103.5197
12803,17036,Omi,37,Ari,5.78,182.1494
12828,17094,Mu,87,Cet,4.27,25.7732
12832,17093,,38,Ari,5.17,36.3372
12843,17206,Tau-1,1,Eri,4.47,14.2207
12871,17504,Gam,,Hor,5.73,55.991
12876,17566,Zet,,Hyi,4.83,87.184
13040,17528,Eta-1,,For,6.51,152.6718
13061,17361,,39,Ari,4.52,52.6039
13108,17459,,40,Ari,5.83,141.6431
13141,17848,Nu,,Hor,5.25,50.4541
13147,17652,Bet,,For,4.45,52.9381
13165,17543,Pi,42,Ari,5.26,239.2344
13197,17713,Gam-1,,For,6.14,133.6898
13202,17729,Gam-2,,For,5.39,140.647
13209,17573,,41,Ari,3.61,50.7872
13225,17793,Eta-2,,For,5.92,137.931
13244,18293,Nu,,Hyi,4.76,104.0583
13254,17584,,16,Per,4.22,37.0233
13265,17829,Eta-3,,For,5.48,140.8451
13268,17506,Eta,15,Per,3.77,269.5418
13288,17824,Tau-2,2,Eri,4.76,57.3066
13327,17769,Sig,43,Ari,5.52,151.5152
13328,17709,,17,Per,4.56,143.2665
13473,18149,Psi,,For,5.93,58.5138
13490,17904,,20,Per,5.34,70.6714
13531,17878,Tau,18,Per,3.93,77.9423
13579,18091,Rho-1,44,Ari,7.01,82.85
13654,18191,Rho-2,45,Ari,5.76,107.7586
13701,18322,Eta,3,Eri,3.89,41.8585
13702,18256,Rho-3,46,Ari,5.58,35.3482
13775,18296,,21,Per,5.1,98.0392
13782,18454,,4,Eri,5.44,47.6872
13834,18404,,47,Ari,5.8,33.1675
13835,18535,,6,Eri,5.82,203.252
13847,18622,The-1,,Eri,2.88,49.4315
13879,18411,Pi,22,Per,4.68,94.9668
13884,18866,Bet,,Hor,4.98,90.3342
13905,18449,,24,Per,4.94,112.8668
13914,18519,Eps,48,Ari,4.63,101.9368
13942,18692,Zet,,For,5.69,32.6158
13951,18633,,5,Eri,5.56,111.1111
13954,18604,Lam,91,Cet,4.71,176.6784
14021,18654,,50,Ari,6.74,122.399
14040,18760,,7,Eri,6.11,255.102
14060,18784,Rho-1,8,Eri,5.75,99.3049
14086,18907,Eps,,For,5.88,32.1958
14109,18769,,49,Ari,5.91,64.3501
14131,19400,The,,Hyi,5.51,157.7287
14135,18884,Alp,92,Cet,2.54,76.3942
14143,18883,,93,Cet,5.62,168.6341
14146,18978,Tau-3,11,Eri,4.08,27.1739
14150,18803,,51,Ari,6.62,20.6398
14168,18953,Rho-2,9,Eri,5.32,81.1688
14240,19319,Mu,,Hor,5.12,43.4028
14293,19107,Rho-3,10,Eri,5.26,41.5628
14328,18925,Gam,23,Per,2.91,74.5712
14354,19058,Rho,25,Per,3.32,94.3396
14376,19134,,52,Ari,5.45,165.2893
14514,19374,,53,Ari,6.13,255.102
14576,19356,Bet,26,Per,2.09,27.571
14586,19460,,54,Ari,6.24,234.7418
14632,19373,Iot,,Per,4.05,10.5407
14668,19476,Kap,27,Per,3.79,34.5662
14677,19548,,55,Ari,5.74,323.6246
14817,19656,Ome,28,Per,4.61,88.3392
14838,19787,Del,57,Ari,4.35,52.0291
14879,20010,Alp,,For,3.8,14.2369
14893,19832,,56,Ari,5.78,154.0832
14954,19994,,94,Cet,5.07,22.5785
15110,20150,Zet,58,Ari,4.87,80.3859
15197,20320,Zet,13,Eri,4.8,33.6474
15201,21024,Iot,,Hyi,5.51,29.7089
15244,20395,,14,Eri,6.14,34.1763
15330,20766,Zet-1,,Ret,5.53,12.0077
15338,20315,,30,Per,5.49,224.2152
15371,20807,Zet-2,,Ret,5.24,12.0322
15382,20610,,15,Eri,4.86,78.3085
15383,20559,,95,Cet,5.62,67.1592
15404,20365,,29,Per,5.16,195.3125
15444,20418,,31,Per,5.05,171.8213
15457,20630,Kap-1,96,Cet,4.84,9.1399
15474,20720,Tau-4,16,Eri,3.7,93.3707
15514,20618,,59,Ari,5.91,67.2495
15557,20663,,60,Ari,6.14,91.4077
15619,20791,Kap-2,97,Cet,5.7,98.912
15627,20756,Tau-1,61,Ari,5.27,156.0062
15648,20677,,32,Per,4.96,46.1681
15696,20825,,62,Ari,5.55,271.0027
15737,20893,Tau-2,63,Ari,5.1,97.371
15861,21017,,64,Ari,5.5,63.7755
15863,20902,Alp,33,Per,1.79,155.2795
15870,21050,,65,Ari,6.07,95.6938
15900,21120,Omi,1,Tau,3.61,89.2061
15987,21423,Chi-1,,For,6.39,107.8749
16083,21364,Xi,2,Tau,3.73,64.1026
16112,21574,Chi-2,,For,5.71,139.47
16156,21635,Chi-3,,For,6.49,114.2857
16181,21467,,66,Ari,6.03,64.433
16244,21428,,34,Per,4.67,165.2893
16245,22001,Kap,,Ret,4.71,21.6826
16322,21686,,4,Tau,5.14,110.742
16335,21552,Sig,35,Per,4.36,110.2536
16341,21790,,17,Eri,4.74,123.9157
16369,21754,,5,Tau,4.14,104.9318
16499,21770,,36,Per,5.3,36.324
16511,21933,,6,Tau,5.76,107.4114
16537,22049,Eps,18,Eri,3.72,3.2161
16611,22203,Tau-5,19,Eri,4.26,89.9281
16664,22091,,7,Tau,5.95,131.5789
16803,22470,,20,Eri,5.24,149.2537
16826,22192,Psi,37,Per,4.32,178.8909
16852,22484,,10,Tau,4.29,13.9626
16859,22374,,9,Tau,6.72,130.719
17007,22789,Tau,,For,6.01,117.7856
17027,22713,,21,Eri,5.97,33.7041
17103,22796,,12,Tau,5.55,114.0251
17167,22920,,22,Eri,5.53,152.207
17181,22805,,11,Tau,6.11,146.4129
17304,23227,Del,,For,4.99,259.7403
17309,23016,,13,Tau,5.68,165.2893
17313,22951,,40,Per,4.97,323.6246
17358,22928,Del,39,Per,3.01,158.2278
17378,23249,Del,23,Eri,3.52,9.0408
17408,23183,,14,Tau,6.13,125.6281
17440,23817,Bet,,Ret,3.84,29.8597
17448,23180,Omi,38,Per,3.84,343.6426
17457,23363,,24,Eri,5.24,200.8032
17489,23288,,16,Tau,5.45,115.6069
17499,23302,,17,Tau,3.72,124.0695
17506,23413,,25,Eri,5.56,120.919
17527,23324,,18,Tau,5.66,125.4705
17529,23230,Nu,41,Per,3.77,170.6485
17531,23338,,19,Tau,4.3,125.4705
17563,23466,,29,Tau,5.34,163.6661
17573,23408,,20,Tau,3.87,117.5088
17579,23432,,21,Tau,5.76,114.0251
17588,23441,,22,Tau,6.43,116.5501
17593,23614,Pi,26,Eri,4.43,147.4926
17608,23480,,23,Tau,4.14,116.5501
17618,23738,Sig,,For,5.91,101.0101
17651,23754,Tau-6,27,Eri,4.22,17.6274
17678,24512,Gam,,Hyi,3.26,65.6168
17702,23630,Eta,25,Tau,2.85,123.6094
17717,23878,Tau-7,28,Eri,5.24,76.9231
17738,23940,Rho,,For,5.52,82.4402
17771,23793,,30,Tau,5.08,139.0821
17832,23822,,26,Tau,6.47,75.643
17847,23850,,27,Tau,3.62,117.2333
17851,23862,,28,Tau,5.05,117.096
17886,23848,,42,Per,5.14,82.3045
17959,23401,Gam,,Cam,4.59,110.011
18089,24263,,31,Tau,5.66,238.6635
18122,24371,,29,Eri,6.74,75.5858
18141,24388,,30,Eri,5.48,179.5332
18216,24587,Tau-8,33,Eri,4.64,115.6069
18246,24398,Zet,44,Per,2.84,230.4147
18255,24554,,32,Eri,4.46,95.9693
18453,24546,,43,Per,5.28,37.4392
18471,24740,,32,Tau,5.62,42.337
18485,24769,,33,Tau,6.05,208.7683
18532,24760,Eps,45,Per,2.9,195.6947
18543,25025,Gam,34,Eri,2.97,62.3441
18597,25422,Del,,Ret,4.56,161.2903
18614,24912,Xi,46,Per,3.98,381.6794
18673,25267,Tau-9,36,Eri,4.62,100.4016
18724,25204,Lam,35,Tau,3.41,148.368
18744,25705,Gam,,Ret,4.48,143.8849
18772,25728,Iot,,Ret,4.97,97.8474
18788,25340,,35,Eri,5.28,126.9036
18907,25490,Nu,38,Tau,3.91,35.8551
18957,25558,,40,Tau,5.32,196.4637
19009,25555,,36,Tau,5.46,347.2222
19038,25604,,37,Tau,4.36,57.3723
19076,25680,,39,Tau,5.9,16.9377
19167,25642,Lam,47,Per,4.25,129.3661
19171,25823,,41,Tau,5.18,128.866
19205,25867,Psi,42,Tau,5.21,27.6014
19302,25975,,49,Per,6.07,44.0917
19335,25998,,50,Per,5.52,20.9952
19343,25940,,48,Per,3.96,146.1988
19388,26162,Ome-1,43,Tau,5.51,87.0322
19483,26409,,37,Eri,5.44,107.7586
19513,26322,,44,Tau,5.39,62.9327
19515,26612,Del,,Hor,4.93,54.8246
19554,26462,,45,Tau,5.71,36.9822
19587,26574,Omi-1,38,Eri,4.04,37.3134
19719,26690,,46,Tau,5.29,36.3372
19740,26722,,47,Tau,4.84,101.7294
19747,26967,Alp,,Hor,3.85,35.2609
19777,26846,,39,Eri,4.87,74.2942
19780,27256,Alp,,Ret,3.33,49.554
19811,26673,,52,Per,4.67,291.5452
19812,26630,Mu,51,Per,4.12,276.2431
19849,26965,Omi-2,40,Eri,4.43,4.9845
19860,26912,Mu,49,Tau,4.27,139.6648
19877,26911,,48,Tau,6.31,45.4133
19893,27290,Gam,,Dor,4.26,20.4625
19921,27442,Eps,,Ret,4.44,18.2382
19990,27045,Ome-2,50,Tau,4.93,28.9436
20020,27657,The,,Ret,5.88,141.2429
20042,27376,Ups-4,41,Eri,3.55,54.5554
20049,28525,Del,,Men,5.67,129.8701
20087,27176,,51,Tau,5.64,54.0541
20171,27295,,53,Tau,5.5,82.7815
20186,27309,,56,Tau,5.34,100.0
20205,27371,Gam,54,Tau,3.65,49.5295
20215,27383,,55,Tau,6.85,46.5333
20219,27397,,57,Tau,5.58,45.7038
